create table scr_Opciones_Pago (
	ID_Pago INT,
	ID_Usuario INT,
	Monedas_Compradas INT,
	Fecha_Compra DATE
);
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 42, 27, '17/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 76, 24, '01/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 36, 33, '14/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 59, 29, '18/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 68, 44, '09/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (10, 17, 81, '26/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (17, 18, 13, '23/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (17, 57, 12, '19/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (51, 92, 5, '04/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 23, 47, '02/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 68, 89, '04/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (34, 24, 73, '05/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 63, 28, '24/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 18, 86, '07/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (57, 7, 27, '26/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (66, 15, 88, '15/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 50, 73, '19/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (35, 67, 17, '11/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 90, 99, '08/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 2, 18, '15/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (25, 21, 53, '27/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (73, 30, 41, '04/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 31, 27, '31/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 86, 61, '20/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 70, 97, '21/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 69, 3, '16/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 23, 62, '11/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 5, 65, '26/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 35, 43, '07/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 41, 24, '03/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 88, 7, '11/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (29, 1, 11, '13/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (34, 31, 87, '13/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (51, 3, 25, '21/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (84, 14, 96, '23/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 29, 5, '17/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 1, 81, '18/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 7, 24, '02/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 56, 41, '26/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (72, 41, 38, '18/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (80, 37, 75, '17/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 51, 4, '20/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 79, 94, '28/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (76, 39, 22, '05/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 64, 44, '16/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (51, 90, 20, '01/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (68, 56, 48, '05/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 68, 71, '12/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (73, 9, 69, '16/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 15, 82, '30/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 49, 79, '27/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (72, 61, 35, '26/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 73, 82, '04/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 32, 40, '09/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 68, 4, '30/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (8, 33, 76, '19/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (44, 70, 98, '10/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (57, 46, 43, '20/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 53, 30, '20/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (70, 46, 21, '02/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (35, 81, 38, '31/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 69, 99, '19/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (36, 40, 100, '03/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 8, 71, '01/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 84, 100, '22/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 33, 23, '26/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (90, 8, 11, '26/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 41, 34, '23/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 63, 1, '29/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 29, 5, '13/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 40, 15, '26/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 15, 62, '30/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 70, 15, '21/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (14, 18, 40, '16/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (39, 55, 54, '06/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 84, 36, '12/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 22, 13, '25/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (87, 52, 90, '28/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (64, 72, 44, '29/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 73, 22, '28/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 25, 74, '27/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (37, 54, 95, '09/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 9, 77, '16/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 24, 37, '20/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 52, 19, '23/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 4, 16, '07/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (20, 67, 68, '08/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 34, 92, '07/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (27, 84, 48, '10/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (96, 37, 45, '29/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 63, 69, '14/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 59, 17, '01/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (31, 33, 59, '25/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 39, 31, '13/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 38, 62, '20/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 14, 47, '01/07/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 39, 69, '20/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 57, 31, '15/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 10, 100, '19/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 13, 66, '10/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 51, 20, '06/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 29, 11, '02/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 6, 65, '04/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (16, 26, 19, '17/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 21, 20, '01/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (35, 66, 28, '13/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 87, 26, '01/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 82, 71, '20/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 89, 73, '09/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 57, 81, '27/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (4, 21, 90, '15/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 77, 3, '30/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 69, 38, '18/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 23, 69, '17/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 81, 11, '03/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (50, 7, 1, '21/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 47, 91, '08/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (29, 27, 70, '18/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 89, 1, '05/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (6, 18, 7, '22/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (80, 74, 97, '21/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 38, 36, '05/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 85, 77, '01/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 83, 65, '26/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 98, 40, '19/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 71, 37, '06/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 41, 21, '11/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 100, 55, '17/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 39, 16, '22/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (76, 72, 81, '07/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 40, 4, '04/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (18, 7, 70, '08/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 79, 50, '10/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 60, 91, '14/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (4, 87, 89, '04/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (71, 68, 56, '16/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 56, 28, '18/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 76, 51, '14/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 10, 61, '21/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (20, 87, 34, '03/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (30, 34, 41, '21/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 23, 58, '18/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (64, 54, 83, '30/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 57, 90, '24/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (96, 59, 78, '16/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 69, 89, '03/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 30, 40, '24/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 5, 7, '20/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 29, 49, '09/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 13, 98, '27/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 58, 5, '05/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (96, 95, 71, '18/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 41, 57, '18/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (86, 85, 52, '10/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 82, 97, '28/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (44, 7, 24, '19/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 100, 68, '22/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 13, 77, '18/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (12, 11, 38, '16/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (57, 3, 45, '03/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 28, 35, '09/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 22, 5, '11/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 35, 71, '27/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 50, 60, '31/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 27, 90, '13/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (35, 87, 1, '06/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (41, 36, 16, '03/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (48, 4, 72, '08/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 57, 38, '05/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 81, 54, '08/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 92, 8, '05/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (38, 76, 40, '09/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 6, 48, '04/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (6, 85, 45, '08/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 15, 27, '09/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 76, 71, '21/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 37, 3, '08/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 63, 74, '11/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (90, 2, 53, '21/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 77, 74, '20/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (18, 68, 16, '11/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (63, 58, 1, '11/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 51, 25, '21/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 63, 65, '25/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 47, 10, '20/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (27, 86, 89, '29/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (90, 96, 89, '09/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (70, 70, 74, '16/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (16, 96, 74, '04/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 24, 85, '11/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (64, 56, 60, '28/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (1, 78, 43, '04/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 95, 82, '05/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 1, 90, '04/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (37, 41, 21, '19/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (2, 4, 12, '01/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 9, 37, '18/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 79, 58, '28/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 50, 10, '09/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (16, 2, 4, '10/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (55, 76, 90, '24/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (32, 25, 87, '06/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 37, 42, '25/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (62, 86, 73, '05/06/2025');
