create table scr_Lectura (
	ID_Lectura INT,
	ID_Usuario INT,
	ID_Comic INT,
	ID_Capitulo INT,
	Tiempo_lectura INT,
	Fecha_subida DATE,
	Ultima_pagina_vista INT,
	Tiempo_ID_tiempo INT
);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (65, 14, 8, 97, 62, '08/04/2025', 60, 13);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (37, 79, 29, 98, 82, '25/10/2024', 8, 66);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (53, 89, 44, 30, 88, '14/09/2024', 43, 55);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (96, 64, 100, 2, 50, '28/08/2024', 73, 43);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (79, 24, 47, 17, 76, '25/11/2024', 23, 35);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (37, 63, 66, 70, 16, '15/09/2024', 80, 34);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (42, 81, 43, 7, 100, '21/08/2024', 48, 51);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (64, 14, 9, 7, 13, '31/10/2024', 86, 36);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (73, 25, 31, 40, 100, '02/11/2024', 65, 45);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (66, 5, 60, 60, 61, '19/05/2025', 24, 2);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (28, 10, 39, 36, 90, '25/03/2025', 37, 80);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (24, 92, 28, 61, 49, '07/09/2024', 89, 11);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (60, 48, 64, 9, 25, '14/05/2025', 81, 61);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (46, 69, 59, 15, 22, '09/01/2025', 47, 19);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (86, 14, 64, 96, 25, '13/06/2025', 50, 64);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (24, 70, 22, 12, 3, '31/10/2024', 78, 48);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (39, 26, 52, 39, 88, '14/08/2024', 74, 43);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (50, 36, 86, 35, 32, '01/07/2025', 78, 94);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (96, 78, 24, 38, 90, '21/05/2025', 44, 99);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (41, 75, 8, 48, 39, '24/12/2024', 52, 84);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (85, 36, 73, 85, 35, '15/02/2025', 5, 33);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (54, 9, 71, 39, 52, '31/03/2025', 39, 30);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (50, 6, 74, 7, 68, '11/12/2024', 3, 99);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (21, 78, 86, 45, 8, '26/01/2025', 27, 18);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (6, 65, 3, 82, 40, '29/06/2025', 85, 11);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (100, 57, 6, 24, 59, '04/12/2024', 72, 2);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (81, 28, 95, 7, 23, '25/12/2024', 42, 59);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (97, 52, 54, 65, 73, '22/06/2025', 100, 87);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (9, 30, 78, 19, 90, '02/05/2025', 12, 61);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (75, 62, 31, 21, 13, '01/04/2025', 35, 36);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (98, 17, 39, 59, 25, '27/02/2025', 54, 1);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (73, 61, 73, 73, 20, '22/04/2025', 87, 30);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (78, 83, 7, 41, 90, '10/09/2024', 48, 34);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (53, 48, 87, 15, 8, '27/03/2025', 99, 71);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (47, 94, 26, 55, 100, '31/03/2025', 64, 22);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (99, 85, 1, 2, 17, '29/11/2024', 80, 84);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (19, 43, 78, 24, 86, '31/07/2024', 48, 41);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (22, 29, 18, 94, 28, '28/03/2025', 48, 85);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (39, 28, 46, 26, 35, '25/12/2024', 40, 31);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (16, 56, 58, 71, 26, '24/11/2024', 97, 3);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (94, 92, 43, 82, 90, '18/01/2025', 55, 3);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (16, 85, 46, 48, 59, '27/02/2025', 98, 78);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (40, 46, 50, 70, 93, '08/06/2025', 81, 67);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (69, 54, 97, 99, 5, '28/04/2025', 43, 30);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (8, 24, 15, 83, 35, '20/11/2024', 66, 71);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (33, 75, 21, 80, 52, '26/05/2025', 80, 51);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (9, 51, 66, 72, 32, '10/01/2025', 74, 53);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (30, 47, 49, 66, 28, '09/02/2025', 83, 72);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (14, 81, 1, 96, 67, '14/05/2025', 68, 41);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (76, 1, 78, 42, 69, '13/02/2025', 85, 21);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (76, 9, 6, 27, 23, '31/10/2024', 6, 35);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (78, 80, 19, 80, 88, '17/10/2024', 24, 13);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (62, 73, 81, 46, 54, '18/10/2024', 32, 58);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (70, 43, 40, 7, 69, '15/01/2025', 15, 99);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (40, 80, 67, 41, 98, '02/02/2025', 68, 91);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (56, 18, 75, 18, 37, '05/06/2025', 25, 25);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (32, 62, 10, 20, 36, '13/04/2025', 80, 53);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (97, 5, 58, 17, 43, '03/12/2024', 39, 81);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (58, 99, 74, 97, 55, '12/03/2025', 71, 11);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (40, 52, 94, 67, 33, '02/11/2024', 94, 43);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (44, 10, 45, 30, 18, '14/09/2024', 48, 79);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (57, 61, 17, 68, 32, '10/12/2024', 34, 8);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (39, 47, 61, 45, 41, '23/07/2024', 61, 100);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (35, 18, 58, 89, 99, '02/02/2025', 85, 29);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (71, 48, 96, 75, 22, '13/03/2025', 7, 8);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (84, 87, 82, 45, 24, '27/11/2024', 61, 60);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (29, 71, 63, 49, 20, '20/04/2025', 65, 36);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (7, 6, 96, 48, 100, '30/09/2024', 68, 72);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (80, 71, 46, 8, 31, '16/11/2024', 72, 20);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (2, 12, 32, 58, 75, '21/12/2024', 64, 54);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (40, 48, 48, 64, 5, '22/05/2025', 31, 25);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (49, 72, 92, 12, 92, '19/04/2025', 74, 2);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (80, 64, 44, 61, 14, '22/02/2025', 67, 67);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (90, 56, 14, 76, 40, '19/11/2024', 36, 93);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (70, 20, 47, 90, 80, '11/07/2024', 51, 78);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (64, 47, 67, 1, 92, '10/05/2025', 98, 80);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (55, 4, 58, 38, 9, '31/03/2025', 57, 73);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (22, 60, 68, 4, 95, '20/07/2024', 4, 48);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (61, 59, 67, 55, 50, '02/07/2025', 45, 46);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (81, 81, 68, 39, 32, '22/01/2025', 8, 64);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (37, 78, 82, 61, 39, '20/10/2024', 97, 68);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (57, 44, 54, 4, 5, '31/12/2024', 10, 53);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (80, 64, 27, 1, 73, '06/10/2024', 45, 25);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (59, 1, 99, 39, 21, '12/01/2025', 2, 12);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (43, 8, 29, 67, 39, '30/10/2024', 77, 43);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (65, 85, 25, 19, 48, '08/11/2024', 13, 35);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (64, 8, 78, 5, 70, '30/05/2025', 10, 1);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (26, 84, 54, 8, 42, '17/09/2024', 86, 9);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (68, 44, 20, 98, 37, '08/06/2025', 88, 37);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (22, 72, 38, 84, 35, '03/12/2024', 46, 12);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (56, 50, 52, 57, 39, '09/07/2024', 40, 93);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (3, 73, 45, 8, 7, '23/09/2024', 97, 26);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (42, 20, 61, 58, 87, '24/01/2025', 69, 74);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (96, 19, 71, 84, 1, '06/07/2024', 89, 70);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (69, 9, 21, 100, 67, '06/04/2025', 85, 56);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (31, 89, 67, 74, 51, '21/10/2024', 14, 42);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (92, 43, 40, 42, 71, '07/02/2025', 42, 48);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (39, 8, 54, 16, 58, '07/11/2024', 87, 8);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (5, 82, 97, 68, 18, '03/12/2024', 61, 9);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (86, 2, 53, 32, 20, '01/06/2025', 34, 65);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (54, 84, 53, 85, 98, '16/01/2025', 56, 8);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (4, 35, 57, 34, 59, '28/03/2025', 68, 88);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (57, 70, 86, 8, 65, '16/09/2024', 82, 78);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (73, 100, 28, 95, 86, '25/06/2025', 4, 50);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (32, 64, 75, 37, 99, '20/02/2025', 29, 14);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (96, 49, 98, 49, 70, '13/07/2024', 38, 74);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (11, 88, 87, 27, 67, '28/03/2025', 37, 69);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (25, 45, 41, 64, 10, '01/04/2025', 20, 25);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (42, 79, 81, 67, 74, '30/03/2025', 87, 3);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (100, 46, 99, 59, 49, '24/02/2025', 54, 61);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (79, 77, 84, 6, 57, '26/07/2024', 18, 90);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (18, 27, 19, 29, 29, '20/07/2024', 30, 92);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (62, 8, 7, 25, 29, '17/04/2025', 74, 19);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (75, 22, 53, 29, 21, '15/11/2024', 24, 98);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (37, 93, 20, 70, 42, '03/08/2024', 46, 98);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (23, 13, 19, 38, 62, '06/07/2024', 51, 50);
insert into scr_Lectura (ID_Lectura, ID_Usuario, ID_Comic, ID_Capitulo, Tiempo_lectura, Fecha_subida, Ultima_pagina_vista, Tiempo_ID_tiempo) values (75, 21, 10, 89, 22, '04/11/2024', 23, 30);
